subject	predicate	object	datatype
bmir-radx:nih_conjunctivitis_97	rdfs:label	nih_conjunctivitis Value, 97 (Other)	xsd:string
evs:C3367	rdfs:label	Finding	xsd:string
bmir-radx:nih_vaping_yn_98	rdfs:label	nih_vaping_yn Value, 98 (Don’t know)	xsd:string
evs:C19700	rdfs:label	Cancer Patient	xsd:string
bmir-radx:nih_t2dm	rdfs:label	nih_t2dm Data Element	xsd:string
evs:C157356	rdfs:label	Health Insurance	xsd:string
obo:MONDO_0700007	rdfs:label	idiopathic disease	xsd:string
bmir-radx:nih_immuno_compromised_solid_organ_99	rdfs:label	nih_immuno_compromised_solid_organ Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_immunodeficiency_0	rdfs:label	nih_immunodeficiency Value, 0 (No)	xsd:string
bmir-radx:nih_cardiovascular_disease_99	rdfs:label	nih_cardiovascular_disease Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_immunodeficiency_99	rdfs:label	nih_immunodeficiency Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_immuno_compromised_solid_organ_0	rdfs:label	nih_immuno_compromised_solid_organ Value, 0 (No)	xsd:string
bmir-radx:nih_cardiovascular_disease_0	rdfs:label	nih_cardiovascular_disease Value, 0 (No)	xsd:string
bmir-radx:nih_health_status_3	rdfs:label	nih_health_status Value, 3 (Fair)	xsd:string
obo:MONDO_0000473	rdfs:label	arterial disorder	xsd:string
obo:MONDO_0000462	rdfs:label	eye adnexa disorder	xsd:string
bmir-radx:nih_vaping_yn_1	rdfs:label	nih_vaping_yn Value, 1 (Yes)	xsd:string
bmir-radx:nih_cancer_past_yr	rdfs:label	nih_cancer_past_yr Data Element	xsd:string
bmir-radx:nih_race_5	rdfs:label	nih_race Value, 5 (Middle Eastern or North African)	xsd:string
bmir-radx:nih_vape_freq_98	rdfs:label	nih_vape_freq Value, 98 (Don't know)	xsd:string
obo:MONDO_0019019	rdfs:label	osteogenesis imperfecta	xsd:string
obo:MONDO_0021681	rdfs:label	sexually transmitted disease	xsd:string
bmir-radx:nih_vape_freq_value	rdfs:label	nih_vape_freq value	xsd:string
obo:GO_0051704	rdfs:label	multi-organism process	xsd:string
bmir-radx:nih_abdom_pain_97	rdfs:label	nih_abdom_pain Value, 97 (Other)	xsd:string
bmir-radx:nih_substance_use_99	rdfs:label	nih_substance_use Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_height	rdfs:label	nih_height Data Element	xsd:string
bmir-radx:nih_substance_use_0	rdfs:label	nih_substance_use Value, 0 (No)	xsd:string
bmir-radx:nih_osteoporosis	rdfs:label	nih_osteoporosis Data Element	xsd:string
obo:MONDO_0005148	rdfs:label	type 2 diabetes mellitus	xsd:string
obo:MONDO_0005137	rdfs:label	nutritional disorder	xsd:string
bmir-radx:nih_height_category_2	rdfs:label	nih_height_category Value, 2 (5'7"-5'11")	xsd:string
evs:C17005	rdfs:label	Population Group	xsd:string
bmir-radx:nih_alcohol_yrs	rdfs:label	nih_alcohol_yrs Data Element	xsd:string
obo:MONDO_0005324	rdfs:label	seasonal allergic rhinitis	xsd:string
bmir-radx:nih_vaping_yn_value	rdfs:label	nih_vaping_yn value	xsd:string
bmir-radx:nih_record_id	rdfs:label	nih_record_id Data Element	xsd:string
obo:MONDO_0003014	rdfs:label	rhinitis	xsd:string
obo:SYMP_0000828	rdfs:label	sore eyes	xsd:string
bmir-radx:nih_vape_freq_1	rdfs:label	nih_vape_freq Value, 1 (Rarely)	xsd:string
obo:SYMP_0000817	rdfs:label	inability to concentrate	xsd:string
obo:MONDO_0002254	rdfs:label	syndromic disease	xsd:string
bmir-radx:nih_depression	rdfs:label	nih_depression Data Element	xsd:string
evs:C16564	rdfs:label	Ethnic Group	xsd:string
evs:C18742	rdfs:label	Diagnostic or Prognostic Test	xsd:string
obo:MONDO_0002232	rdfs:label	nasal cavity disorder	xsd:string
bmir-radx:nih_vaping_yn_97	rdfs:label	nih_vaping_yn Value, 97 (Other)	xsd:string
bmir-radx:nih_rls_99	rdfs:label	nih_rls Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_hypertension	rdfs:label	nih_hypertension Data Element	xsd:string
bmir-radx:nih_immuno_compromised_solid_organ_98	rdfs:label	nih_immuno_compromised_solid_organ Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_cardiovascular_disease_98	rdfs:label	nih_cardiovascular_disease Value, 98 (Don’t know)	xsd:string
obo:MONDO_0002562	rdfs:label	demyelinating disease	xsd:string
bmir-radx:nih_immunodeficiency_98	rdfs:label	nih_immunodeficiency Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_height_category_value	rdfs:label	nih_height_category value	xsd:string
bmir-radx:nih_abdom_pain_value	rdfs:label	nih_abdom_pain value	xsd:string
evs:C27993	rdfs:label	General Qualifier	xsd:string
bmir-radx:nih_health_status_2	rdfs:label	nih_health_status Value, 2 (Good)	xsd:string
evs:C16960	rdfs:label	Patient	xsd:string
bmir-radx:nih_vaping_yn_0	rdfs:label	nih_vaping_yn Value, 0 (No)	xsd:string
evs:C199001	rdfs:label	Person by Health Status	xsd:string
evs:C691	rdfs:label	Nicotine	xsd:string
bmir-radx:nih_race_4	rdfs:label	nih_race Value, 4 (White)	xsd:string
bmir-radx:nih_ms	rdfs:label	nih_ms Data Element	xsd:string
bmir-radx:nih_conjunctivitis_1	rdfs:label	nih_conjunctivitis Value, 1 (Yes)	xsd:string
bmir-radx:nih_pcos_99	rdfs:label	nih_pcos Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_alcohol_yn	rdfs:label	nih_alcohol_yn Data Element	xsd:string
bmir-radx:nih_copd_plus_99	rdfs:label	nih_copd_plus Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_substance_use_98	rdfs:label	nih_substance_use Value, 98 (Don’t know)	xsd:string
obo:MONDO_0005147	rdfs:label	type 1 diabetes mellitus	xsd:string
obo:MONDO_0005015	rdfs:label	diabetes mellitus	xsd:string
bmir-radx:nih_height_category_1	rdfs:label	nih_height_category Value, 1 (5'1" - 5'6")	xsd:string
bmir-radx:nih_abdom_pain_1	rdfs:label	nih_abdom_pain Value, 1 (Yes)	xsd:string
obo:MONDO_0019755	rdfs:label	developmental defect during embryogenesis	xsd:string
bmir-radx:nih_deaf	rdfs:label	nih_deaf Data Element	xsd:string
bmir-radx:nih_cig_smoke_freq	rdfs:label	nih_cig_smoke_freq Data Element	xsd:string
bmir-radx:nih_conjunctivitis_value	rdfs:label	nih_conjunctivitis value	xsd:string
obo:MONDO_0005554	rdfs:label	rheumatic disorder	xsd:string
bmir-radx:nih_education	rdfs:label	nih_education Data Element	xsd:string
bmir-radx:nih_vape_freq_0	rdfs:label	nih_vape_freq Value, 0 (Not at all)	xsd:string
obo:MONDO_0005301	rdfs:label	multiple sclerosis	xsd:string
bmir-radx:EducationLevelDataElement	rdfs:label	Education Level Section	xsd:string
bmir-radx:nih_rls_98	rdfs:label	nih_rls Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_tobacco_value	rdfs:label	nih_tobacco value	xsd:string
obo:MONDO_0004992	rdfs:label	cancer	xsd:string
bmir-radx:nih_other_symp_99	rdfs:label	nih_other_symp Value, 99 (Prefer not to answer)	xsd:string
obo:MONDO_0004981	rdfs:label	atrial fibrillation	xsd:string
bmir-radx:nih_immuno_compromised_solid_organ_97	rdfs:label	nih_immuno_compromised_solid_organ Value, 97 (Other)	xsd:string
bmir-radx:nih_cardiovascular_disease_97	rdfs:label	nih_cardiovascular_disease Value, 97 (Other)	xsd:string
evs:C26683	rdfs:label	Abnormal Laboratory Test Result	xsd:string
bmir-radx:nih_immunodeficiency_97	rdfs:label	nih_immunodeficiency Value, 97 (Other)	xsd:string
bmir-radx:nih_fatigue	rdfs:label	nih_fatigue Data Element	xsd:string
bmir-radx:nih_stroke_99	rdfs:label	nih_stroke Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_ibs_99	rdfs:label	nih_ibs Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_health_status_1	rdfs:label	nih_health_status Value, 1 (Very Good)	xsd:string
bmir-radx:nih_diff_breath_99	rdfs:label	nih_diff_breath Value, 99 (Prefer not to answer)	xsd:string
obo:HP_0031704	rdfs:label	Abnormal ear physiology	xsd:string
evs:C35461	rdfs:label	Clinical Course of Disease	xsd:string
evs:C176021	rdfs:label	Activity Question	xsd:string
evs:C120482	rdfs:label	Electronic Cigarette	xsd:string
evs:C165593	rdfs:label	Chronic Disease	xsd:string
evs:C2991	rdfs:label	Disease or Disorder	xsd:string
bmir-radx:nih_race_3	rdfs:label	nih_race Value, 3 (Native Hawaiian or Other Pacific Islander)	xsd:string
bmir-radx:nih_serious_mental_illness	rdfs:label	nih_serious_mental_illness Data Element	xsd:string
bmir-radx:nih_conjunctivitis_0	rdfs:label	nih_conjunctivitis Value, 0 (No)	xsd:string
bmir-radx:nih_hiv_1	rdfs:label	nih_hiv Value, 1 (Yes)	xsd:string
bmir-radx:nih_blind_1	rdfs:label	nih_blind Value, 1 (Yes)	xsd:string
bmir-radx:nih_insurance_99	rdfs:label	nih_insurance Value, 99 (Prefer not to answer)	xsd:string
evs:C77140	rdfs:label	Clinical Test Result	xsd:string
bmir-radx:nih_health_status_value	rdfs:label	nih_health_status value	xsd:string
evs:C18059	rdfs:label	Tobacco Use	xsd:string
bmir-radx:nih_pcos_98	rdfs:label	nih_pcos Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_chronic_lung_disease_99	rdfs:label	nih_chronic_lung_disease Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_t1d	rdfs:label	nih_t1d Data Element	xsd:string
bmir-radx:nih_sickle_cell_disease	rdfs:label	nih_sickle_cell_disease Data Element	xsd:string
bmir-radx:nih_autoimm_99	rdfs:label	nih_autoimm Value, 99 (Prefer not to answer)	xsd:string
evs:C9305	rdfs:label	Malignant Neoplasm	xsd:string
obo:SYMP_0000309	rdfs:label	loss of appetite	xsd:string
bmir-radx:nih_copd_plus_98	rdfs:label	nih_copd_plus Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_iv_drug_use_99	rdfs:label	nih_iv_drug_use Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_substance_use_97	rdfs:label	nih_substance_use Value, 97 (Other)	xsd:string
obo:MONDO_0005267	rdfs:label	heart disorder	xsd:string
bmir-radx:nih_blind_value	rdfs:label	nih_blind value	xsd:string
bmir-radx:nih_abdom_pain_0	rdfs:label	nih_abdom_pain Value, 0 (No)	xsd:string
bmir-radx:nih_tobacco_1	rdfs:label	nih_tobacco Value, 1 (Yes)	xsd:string
bmir-radx:nih_hiv_value	rdfs:label	nih_hiv value	xsd:string
bmir-radx:nih_af	rdfs:label	nih_af Data Element	xsd:string
obo:PATO_0000119	rdfs:label	height	xsd:string
obo:MONDO_0004596	rdfs:label	cor pulmonale	xsd:string
obo:NCIT_C19332	rdfs:label	personal attribute	xsd:string
obo:MONDO_0005300	rdfs:label	chronic kidney disease	xsd:string
obo:MONDO_0002022	rdfs:label	disorder of orbital region	xsd:string
bmir-radx:IdentityDataElement	rdfs:label	Identity Section	xsd:string
bmir-radx:nih_rls_97	rdfs:label	nih_rls Value, 97 (Other)	xsd:string
obo:MONDO_0001493	rdfs:label	chronic pulmonary heart disease	xsd:string
evs:C27551	rdfs:label	Disorder by Site	xsd:string
bmir-radx:nih_other_symp_98	rdfs:label	nih_other_symp Value, 98 (Don’t know)	xsd:string
obo:MONDO_0021084	rdfs:label	vision disorder	xsd:string
bmir-radx:nih_stroke_98	rdfs:label	nih_stroke Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_ibs_98	rdfs:label	nih_ibs Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_health_status_0	rdfs:label	nih_health_status Value, 0 (Excellent)	xsd:string
bmir-radx:nih_skin_rash	rdfs:label	nih_skin_rash Data Element	xsd:string
bmir-radx:nih_diff_breath_98	rdfs:label	nih_diff_breath Value, 98 (Don’t know)	xsd:string
evs:C120481	rdfs:label	Personal Vaporizer	xsd:string
evs:C78272	rdfs:label	Agent Affecting Nervous System	xsd:string
evs:C20181	rdfs:label	Conceptual Entity	xsd:string
bmir-radx:nih_race_2	rdfs:label	nih_race Value, 2 (Asian)	xsd:string
bmir-radx:nih_chronic_kidney_disease_1	rdfs:label	nih_chronic_kidney_disease Value, 1 (Yes)	xsd:string
bmir-radx:nih_hiv_0	rdfs:label	nih_hiv Value, 0 (No)	xsd:string
bmir-radx:nih_renal	rdfs:label	nih_renal Data Element	xsd:string
bmir-radx:nih_wheezing_99	rdfs:label	nih_wheezing Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_blind_0	rdfs:label	nih_blind Value, 0 (No)	xsd:string
bmir-radx:nih_insurance_98	rdfs:label	nih_insurance Value, 98 (Don't know)	xsd:string
evs:C53291	rdfs:label	Activity of Daily Living	xsd:string
obo:MONDO_0005068	rdfs:label	myocardial infarction	xsd:string
bmir-radx:nih_pcos_97	rdfs:label	nih_pcos Value, 97 (Other)	xsd:string
obo:MONDO_0006025	rdfs:label	autosomal recessive disease	xsd:string
bmir-radx:nih_chronic_lung_disease_98	rdfs:label	nih_chronic_lung_disease Value, 98 (Don’t know)	xsd:string
obo:MONDO_0005299	rdfs:label	brain ischemia	xsd:string
bmir-radx:nih_chronic_kidney_disease_value	rdfs:label	nih_chronic_kidney_disease value	xsd:string
obo:MONDO_0017146	rdfs:label	sickle cell disease and related diseases	xsd:string
obo:MONDO_0005046	rdfs:label	immune system disorder	xsd:string
bmir-radx:nih_autoimm_98	rdfs:label	nih_autoimm Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_errand_1	rdfs:label	nih_errand Value, 1 (Yes)	xsd:string
bmir-radx:nih_copd_plus_97	rdfs:label	nih_copd_plus Value, 97 (Other)	xsd:string
bmir-radx:nih_iv_drug_use_98	rdfs:label	nih_iv_drug_use Value, 98 (Don’t know)	xsd:string
obo:MONDO_0005277	rdfs:label	migraine disorder	xsd:string
obo:MONDO_0004298	rdfs:label	stomach disorder	xsd:string
obo:SYMP_0000528	rdfs:label	cardiovascular system symptom	xsd:string
obo:MONDO_0005497	rdfs:label	bone development disease	xsd:string
bmir-radx:nih_nausea_vomiting_diarrhea_1	rdfs:label	nih_nausea_vomiting_diarrhea Value, 1 (Yes)	xsd:string
obo:MONDO_0005002	rdfs:label	chronic obstructive pulmonary disease	xsd:string
bmir-radx:nih_no_chronic_condition	rdfs:label	nih_no_chronic_condition Data Element	xsd:string
bmir-radx:nih_tobacco_0	rdfs:label	nih_tobacco Value, 0 (No)	xsd:string
evs:C19796	rdfs:label	Smoking Status	xsd:string
bmir-radx:nih_errand_value	rdfs:label	nih_errand value	xsd:string
obo:MONDO_0005574	rdfs:label	tauopathy	xsd:string
bmir-radx:nih_confusion	rdfs:label	nih_confusion Data Element	xsd:string
obo:MONDO_0015221	rdfs:label	non-syndromic respiratory or mediastinal malformation	xsd:string
obo:MONDO_0005420	rdfs:label	hypothyroidism	xsd:string
bmir-radx:nih_sex	rdfs:label	nih_sex Data Element	xsd:string
evs:C117720	rdfs:label	Female Reproductive System Finding	xsd:string
bmir-radx:nih_nausea_vomiting_diarrhea_value	rdfs:label	nih_nausea_vomiting_diarrhea value	xsd:string
obo:MONDO_0002494	rdfs:label	substance-related disorder	xsd:string
obo:MONDO_0021094	rdfs:label	immunodeficiency disease	xsd:string
bmir-radx:nih_sleep_apnea_1	rdfs:label	nih_sleep_apnea Value, 1 (Yes)	xsd:string
obo:MONDO_0700003	rdfs:label	obstetric disorder	xsd:string
bmir-radx:nih_other_symp_97	rdfs:label	nih_other_symp Value, 97 (Other)	xsd:string
bmir-radx:nih_sleep_apnea_value	rdfs:label	nih_sleep_apnea value	xsd:string
bmir-radx:nih_stroke_97	rdfs:label	nih_stroke Value, 97 (Other)	xsd:string
bmir-radx:nih_ibs_97	rdfs:label	nih_ibs Value, 97 (Other)	xsd:string
bmir-radx:nih_balance_99	rdfs:label	nih_balance Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_diff_breath_97	rdfs:label	nih_diff_breath Value, 97 (Other)	xsd:string
evs:C199141	rdfs:label	Health Issue Related Group	xsd:string
evs:C121690	rdfs:label	Ability to Run Errands and Shop	xsd:string
obo:MONDO_0007179	rdfs:label	autoimmune disease	xsd:string
bmir-radx:nih_race_1	rdfs:label	nih_race Value, 1 (Black or African American)	xsd:string
bmir-radx:nih_chronic_kidney_disease_0	rdfs:label	nih_chronic_kidney_disease Value, 0 (No)	xsd:string
bmir-radx:nih_insomnia_99	rdfs:label	nih_insomnia Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_wheezing_98	rdfs:label	nih_wheezing Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_race_value	rdfs:label	nih_race value	xsd:string
bmir-radx:nih_insurance_97	rdfs:label	nih_insurance Value, 97 (Other)	xsd:string
evs:C173060	rdfs:label	Smoking Question	xsd:string
bmir-radx:nih_diabetes	rdfs:label	nih_diabetes Data Element	xsd:string
bmir-radx:nih_chronic_lung_disease_97	rdfs:label	nih_chronic_lung_disease Value, 97 (Other)	xsd:string
bmir-radx:nih_blue_lips	rdfs:label	nih_blue_lips Data Element	xsd:string
obo:MONDO_0005298	rdfs:label	osteoporosis	xsd:string
obo:SYMP_0000318	rdfs:label	loss of balance	xsd:string
bmir-radx:nih_autoimm_97	rdfs:label	nih_autoimm Value, 97 (Other)	xsd:string
bmir-radx:nih_errand_0	rdfs:label	nih_errand Value, 0 (No)	xsd:string
bmir-radx:nih_iv_drug_use_97	rdfs:label	nih_iv_drug_use Value, 97 (Other)	xsd:string
obo:MONDO_0005265	rdfs:label	inflammatory bowel disease	xsd:string
bmir-radx:nih_neuro_shakes_1	rdfs:label	nih_neuro_shakes Value, 1 (Yes)	xsd:string
bmir-radx:nih_nausea_vomiting_diarrhea_0	rdfs:label	nih_nausea_vomiting_diarrhea Value, 0 (No)	xsd:string
bmir-radx:nih_lupus	rdfs:label	nih_lupus Data Element	xsd:string
bmir-radx:nih_cf	rdfs:label	nih_cf Data Element	xsd:string
obo:SYMP_0000505	rdfs:label	throat pain	xsd:string
bmir-radx:nih_neuro_shakes_value	rdfs:label	nih_neuro_shakes value	xsd:string
obo:PATO_0000117	rdfs:label	size	xsd:string
obo:SYMP_0000604	rdfs:label	wheezing	xsd:string
bmir-radx:nih_weight_category	rdfs:label	nih_weight_category Data Element	xsd:string
evs:C18772	rdfs:label	Personal Medical History	xsd:string
bmir-radx:nih_asthma_99	rdfs:label	nih_asthma Value, 99 (Prefer not to answer)	xsd:string
evs:C36284	rdfs:label	Reproductive System Finding	xsd:string
evs:C179143	rdfs:label	Employment Status	xsd:string
obo:MONDO_0000270	rdfs:label	lower respiratory tract disorder	xsd:string
bmir-radx:nih_gerd_1	rdfs:label	nih_gerd Value, 1 (Yes)	xsd:string
obo:MONDO_0023370	rdfs:label	neoplastic disease or syndrome	xsd:string
obo:GO_0044703	rdfs:label	multi-organism reproductive process	xsd:string
bmir-radx:nih_chronic_lung_99	rdfs:label	nih_chronic_lung Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_numb_extremities_value	rdfs:label	nih_numb_extremities value	xsd:string
bmir-radx:nih_balance_98	rdfs:label	nih_balance Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_red_eyes_value	rdfs:label	nih_red_eyes value	xsd:string
bmir-radx:nih_numb_extremities_1	rdfs:label	nih_numb_extremities Value, 1 (Yes)	xsd:string
bmir-radx:nih_red_eyes_1	rdfs:label	nih_red_eyes Value, 1 (Yes)	xsd:string
bmir-radx:nih_neurodegenerative	rdfs:label	nih_neurodegenerative Data Element	xsd:string
bmir-radx:nih_race_0	rdfs:label	nih_race Value, 0 (American Indian or Alaska Native)	xsd:string
obo:MONDO_0008487	rdfs:label	polycystic ovary syndrome	xsd:string
bmir-radx:nih_insomnia_98	rdfs:label	nih_insomnia Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_wheezing_97	rdfs:label	nih_wheezing Value, 97 (Other)	xsd:string
bmir-radx:nih_immunosuppressive_condition_value	rdfs:label	nih_immunosuppressive_condition value	xsd:string
bmir-radx:nih_immunosuppressive_condition_1	rdfs:label	nih_immunosuppressive_condition Value, 1 (Yes)	xsd:string
obo:MONDO_0005066	rdfs:label	metabolic disease	xsd:string
obo:MONDO_0005044	rdfs:label	hypertensive disorder	xsd:string
obo:MONDO_0005275	rdfs:label	lung disorder	xsd:string
obo:MONDO_0005154	rdfs:label	liver disorder	xsd:string
obo:SYMP_0020029	rdfs:label	concentration difficulty	xsd:string
obo:SYMP_0000537	rdfs:label	cyanosis	xsd:string
obo:PATO_0001018	rdfs:label	physical quality	xsd:string
obo:MONDO_0005385	rdfs:label	vascular disorder	xsd:string
obo:MONDO_0005264	rdfs:label	transient ischemic attack	xsd:string
bmir-radx:nih_neuro_shakes_0	rdfs:label	nih_neuro_shakes Value, 0 (No)	xsd:string
evs:C19332	rdfs:label	Personal Attribute	xsd:string
evs:C128795	rdfs:label	Electronic Nicotine Delivery Device	xsd:string
obo:SYMP_0000504	rdfs:label	headache	xsd:string
bmir-radx:nih_cld_bpd_value	rdfs:label	nih_cld_bpd value	xsd:string
obo:SYMP_0000614	rdfs:label	cough	xsd:string
bmir-radx:nih_immunocompromised_99	rdfs:label	nih_immunocompromised Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_cld_bpd_1	rdfs:label	nih_cld_bpd Value, 1 (Yes)	xsd:string
obo:SYMP_0000834	rdfs:label	hypoesthesia	xsd:string
obo:MONDO_0005550	rdfs:label	infectious disease	xsd:string
obo:MONDO_0003240	rdfs:label	thyroid gland disorder	xsd:string
evs:C27351	rdfs:label	Immune System and Related Disorders	xsd:string
obo:MONDO_0700057	rdfs:label	neurological pain disorder	xsd:string
bmir-radx:nih_throat_congestion_nose_value	rdfs:label	nih_throat_congestion_nose value	xsd:string
bmir-radx:nih_thyroid_99	rdfs:label	nih_thyroid Value, 99 (Prefer not to answer)	xsd:string
obo:MONDO_0004670	rdfs:label	lupus erythematosus	xsd:string
bmir-radx:nih_employment_5	rdfs:label	nih_employment Value, 5 (Disabled or government support)	xsd:string
evs:C25162	rdfs:label	Code	xsd:string
bmir-radx:nih_asthma_98	rdfs:label	nih_asthma Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_throat_congestion_nose_1	rdfs:label	nih_throat_congestion_nose Value, 1 (Yes)	xsd:string
evs:C122393	rdfs:label	Number of Years of Education	xsd:string
bmir-radx:nih_rash_toes	rdfs:label	nih_rash_toes Data Element	xsd:string
bmir-radx:nih_gerd_value	rdfs:label	nih_gerd value	xsd:string
bmir-radx:nih_sleep_apnea_0	rdfs:label	nih_sleep_apnea Value, 0 (No)	xsd:string
bmir-radx:nih_gerd_0	rdfs:label	nih_gerd Value, 0 (No)	xsd:string
bmir-radx:nih_ra_value	rdfs:label	nih_ra value	xsd:string
bmir-radx:nih_slurred_peech_1	rdfs:label	nih_slurred_peech Value, 1 (Yes)	xsd:string
bmir-radx:nih_chronic_lung_98	rdfs:label	nih_chronic_lung Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_balance_97	rdfs:label	nih_balance Value, 97 (Other)	xsd:string
bmir-radx:nih_numb_extremities_0	rdfs:label	nih_numb_extremities Value, 0 (No)	xsd:string
bmir-radx:nih_red_eyes_0	rdfs:label	nih_red_eyes Value, 0 (No)	xsd:string
bmir-radx:nih_disability_99	rdfs:label	nih_disability Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_ra_1	rdfs:label	nih_ra Value, 1 (Yes)	xsd:string
bmir-radx:nih_cancer_active_treatment_99	rdfs:label	nih_cancer_active_treatment Value, 99 (Prefer not to answer)	xsd:string
obo:SYMP_0000019	rdfs:label	deafness	xsd:string
obo:MONDO_0005098	rdfs:label	stroke disorder	xsd:string
bmir-radx:nih_insomnia_97	rdfs:label	nih_insomnia Value, 97 (Other)	xsd:string
obo:MONDO_0005087	rdfs:label	respiratory system disorder	xsd:string
evs:C7057	rdfs:label	Disease, Disorder or Finding	xsd:string
bmir-radx:nih_chronic_pain_value	rdfs:label	nih_chronic_pain value	xsd:string
obo:SYMP_0000459	rdfs:label	digestive system symptom	xsd:string
bmir-radx:nih_immunosuppressive_condition_0	rdfs:label	nih_immunosuppressive_condition Value, 0 (No)	xsd:string
bmir-radx:nih_gestational_diabetes	rdfs:label	nih_gestational_diabetes Data Element	xsd:string
obo:MONDO_0005296	rdfs:label	sleep apnea syndrome	xsd:string
bmir-radx:nih_high_temp_value	rdfs:label	nih_high_temp value	xsd:string
bmir-radx:nih_chronic_pain_1	rdfs:label	nih_chronic_pain Value, 1 (Yes)	xsd:string
bmir-radx:nih_memory	rdfs:label	nih_memory Data Element	xsd:string
obo:MONDO_0005252	rdfs:label	heart failure	xsd:string
obo:MONDO_0005010	rdfs:label	coronary artery disorder	xsd:string
obo:SYMP_0000514	rdfs:label	respiratory system and chest symptom	xsd:string
bmir-radx:EthnicityDataElement	rdfs:label	Ethnicity Section	xsd:string
evs:C19683	rdfs:label	Personal Behavior	xsd:string
evs:C16273	rdfs:label	Alcohol Consumption	xsd:string
obo:SYMP_0000613	rdfs:label	fever	xsd:string
bmir-radx:nih_high_temp_1	rdfs:label	nih_high_temp Value, 1 (Yes)	xsd:string
bmir-radx:nih_immunocompromised_98	rdfs:label	nih_immunocompromised Value, 98 (Don’t know)	xsd:string
obo:MONDO_0002051	rdfs:label	integumentary system disorder	xsd:string
bmir-radx:nih_cld_bpd_0	rdfs:label	nih_cld_bpd Value, 0 (No)	xsd:string
obo:MONDO_0005560	rdfs:label	brain disorder	xsd:string
bmir-radx:nih_education_yrs	rdfs:label	nih_education_yrs Data Element	xsd:string
bmir-radx:nih_liver_disease	rdfs:label	nih_liver_disease Data Element	xsd:string
evs:C25172	rdfs:label	Employed	xsd:string
evs:C3262	rdfs:label	Neoplasm	xsd:string
bmir-radx:nih_thyroid_98	rdfs:label	nih_thyroid Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_employment_4	rdfs:label	nih_employment Value, 4 (Retired)	xsd:string
bmir-radx:nih_slurred_peech_value	rdfs:label	nih_slurred_peech value	xsd:string
bmir-radx:nih_asthma_97	rdfs:label	nih_asthma Value, 97 (Other)	xsd:string
bmir-radx:nih_throat_congestion_nose_0	rdfs:label	nih_throat_congestion_nose Value, 0 (No)	xsd:string
bmir-radx:AgeDataElement	rdfs:label	Age Section	xsd:string
bmir-radx:nih_heart_attack	rdfs:label	nih_heart_attack Data Element	xsd:string
bmir-radx:nih_lifetime_use_alcohol	rdfs:label	nih_lifetime_use_alcohol Data Element	xsd:string
bmir-radx:nih_slurred_peech_0	rdfs:label	nih_slurred_peech Value, 0 (No)	xsd:string
bmir-radx:nih_coronary_artery_disease	rdfs:label	nih_coronary_artery_disease Data Element	xsd:string
bmir-radx:nih_chronic_lung_97	rdfs:label	nih_chronic_lung Value, 97 (Other)	xsd:string
bmir-radx:nih_chd_99	rdfs:label	nih_chd Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_cancer	rdfs:label	nih_cancer Data Element	xsd:string
bmir-radx:nih_seizures_value	rdfs:label	nih_seizures value	xsd:string
bmir-radx:nih_disability_98	rdfs:label	nih_disability Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_ra_0	rdfs:label	nih_ra Value, 0 (No)	xsd:string
bmir-radx:nih_cancer_active_treatment_98	rdfs:label	nih_cancer_active_treatment Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_ethnicity_99	rdfs:label	nih_ethnicity Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_sweating_value	rdfs:label	nih_sweating value	xsd:string
