subject	predicate	object	datatype
bmir-radx:nih_nausea_vomiting_diarrhea_97	rdfs:subClassOf	bmir-radx:nih_nausea_vomiting_diarrhea_value	_IRI
bmir-radx:nih_othermh	rdfs:subClassOf	bmir-radx:MentalHealthDataElement	_IRI
bmir-radx:nih_insurance_0	rdfs:subClassOf	bmir-radx:nih_insurance_value	_IRI
bmir-radx:nih_errand_97	rdfs:subClassOf	bmir-radx:nih_errand_value	_IRI
bmir-radx:nih_cough	rdfs:subClassOf	bmir-radx:RespiratorySymptomDataElement	_IRI
bmir-radx:nih_vape_freq_2	rdfs:subClassOf	bmir-radx:nih_vape_freq_value	_IRI
obo:MONDO_0004335	rdfs:subClassOf	obo:MONDO_0700096	_IRI
obo:MONDO_0002267	rdfs:subClassOf	obo:MONDO_0005275	_IRI
obo:MONDO_0002025	rdfs:subClassOf	obo:MONDO_0700096	_IRI
bmir-radx:nih_conjunctivitis_98	rdfs:subClassOf	bmir-radx:nih_conjunctivitis_value	_IRI
bmir-radx:nih_hiv_97	rdfs:subClassOf	bmir-radx:nih_hiv_value	_IRI
bmir-radx:nih_blind_97	rdfs:subClassOf	bmir-radx:nih_blind_value	_IRI
evs:C16203	rdfs:subClassOf	evs:C43431	_IRI
bmir-radx:nih_vaping_yn_99	rdfs:subClassOf	bmir-radx:nih_vaping_yn_value	_IRI
evs:C36278	rdfs:subClassOf	evs:C3367	_IRI
obo:MONDO_0004995	rdfs:subClassOf	obo:MONDO_0700096	_IRI
bmir-radx:nih_immunodeficiency_1	rdfs:subClassOf	bmir-radx:nih_immunodeficiency_value	_IRI
bmir-radx:nih_immuno_compromised_solid_organ_1	rdfs:subClassOf	bmir-radx:nih_immuno_compromised_solid_organ_value	_IRI
obo:MONDO_0045024	rdfs:subClassOf	obo:MONDO_0700096	_IRI
obo:MONDO_0022034	rdfs:subClassOf	obo:MONDO_0100329	_IRI
obo:MONDO_0024575	rdfs:subClassOf	obo:MONDO_0700003	_IRI
bmir-radx:nih_cardiovascular_disease_1	rdfs:subClassOf	bmir-radx:nih_cardiovascular_disease_value	_IRI
obo:MONDO_0000001	rdfs:subClassOf	bmir-radx:OtherThing	_IRI
bmir-radx:nih_health_status_4	rdfs:subClassOf	bmir-radx:nih_health_status_value	_IRI
obo:MONDO_0011122	rdfs:subClassOf	obo:MONDO_0003916	_IRI
bmir-radx:nih_rls_0	rdfs:subClassOf	bmir-radx:nih_rls_value	_IRI
bmir-radx:nih_substance_use_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_race_6	rdfs:subClassOf	bmir-radx:nih_race_value	_IRI
obo:MONDO_0000771	rdfs:subClassOf	obo:MONDO_0005271	_IRI
obo:MONDO_0000771	rdfs:subClassOf	obo:MONDO_0005087	_IRI
bmir-radx:nih_vape_freq_99	rdfs:subClassOf	bmir-radx:nih_vape_freq_value	_IRI
obo:MONDO_0021682	rdfs:subClassOf	obo:MONDO_0100329	_IRI
obo:MONDO_0021682	rdfs:subClassOf	obo:MONDO_0021681	_IRI
bmir-radx:nih_abdom_pain_98	rdfs:subClassOf	bmir-radx:nih_abdom_pain_value	_IRI
obo:MONDO_0044991	rdfs:subClassOf	obo:MONDO_0700096	_IRI
bmir-radx:nih_tobacco_97	rdfs:subClassOf	bmir-radx:nih_tobacco_value	_IRI
bmir-radx:nih_copd_plus_0	rdfs:subClassOf	bmir-radx:nih_copd_plus_value	_IRI
obo:MONDO_0005039	rdfs:subClassOf	obo:MONDO_0700096	_IRI
bmir-radx:nih_smoking_yn	rdfs:subClassOf	bmir-radx:PersonalBehaviorDataElement	_IRI
bmir-radx:nih_substance_use_1	rdfs:subClassOf	bmir-radx:nih_substance_use_value	_IRI
bmir-radx:nih_pcos_0	rdfs:subClassOf	bmir-radx:nih_pcos_value	_IRI
bmir-radx:nih_height_category_3	rdfs:subClassOf	bmir-radx:nih_height_category_value	_IRI
bmir-radx:nih_immunodeficiency_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_dress_bathe	rdfs:subClassOf	bmir-radx:DataElement	_IRI
obo:MONDO_0005578	rdfs:subClassOf	obo:MONDO_0021166	_IRI
obo:MONDO_0005578	rdfs:subClassOf	obo:MONDO_0006816	_IRI
obo:MONDO_0005578	rdfs:subClassOf	obo:MONDO_0002614	_IRI
bmir-radx:nih_cardiovascular_disease_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
evs:C17468	rdfs:subClassOf	evs:C20188	_IRI
obo:SYMP_0000719	rdfs:subClassOf	obo:SYMP_0000410	_IRI
bmir-radx:nih_immuno_compromised_solid_organ_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_conjunctivitis_97	rdfs:subClassOf	bmir-radx:nih_conjunctivitis_value	_IRI
evs:C3367	rdfs:subClassOf	evs:C7057	_IRI
bmir-radx:nih_vaping_yn_98	rdfs:subClassOf	bmir-radx:nih_vaping_yn_value	_IRI
evs:C19700	rdfs:subClassOf	evs:C16960	_IRI
bmir-radx:nih_t2dm	rdfs:subClassOf	bmir-radx:DiabetesDataElement	_IRI
evs:C157356	rdfs:subClassOf	evs:C16745	_IRI
obo:MONDO_0700007	rdfs:subClassOf	obo:MONDO_0700096	_IRI
bmir-radx:nih_immuno_compromised_solid_organ_99	rdfs:subClassOf	bmir-radx:nih_immuno_compromised_solid_organ_value	_IRI
bmir-radx:nih_immunodeficiency_0	rdfs:subClassOf	bmir-radx:nih_immunodeficiency_value	_IRI
bmir-radx:nih_cardiovascular_disease_99	rdfs:subClassOf	bmir-radx:nih_cardiovascular_disease_value	_IRI
bmir-radx:nih_immunodeficiency_99	rdfs:subClassOf	bmir-radx:nih_immunodeficiency_value	_IRI
bmir-radx:nih_immuno_compromised_solid_organ_0	rdfs:subClassOf	bmir-radx:nih_immuno_compromised_solid_organ_value	_IRI
bmir-radx:nih_cardiovascular_disease_0	rdfs:subClassOf	bmir-radx:nih_cardiovascular_disease_value	_IRI
bmir-radx:nih_health_status_3	rdfs:subClassOf	bmir-radx:nih_health_status_value	_IRI
obo:MONDO_0000473	rdfs:subClassOf	obo:MONDO_0005385	_IRI
obo:MONDO_0000462	rdfs:subClassOf	obo:MONDO_0002022	_IRI
bmir-radx:nih_vaping_yn_1	rdfs:subClassOf	bmir-radx:nih_vaping_yn_value	_IRI
bmir-radx:nih_cancer_past_yr	rdfs:subClassOf	bmir-radx:CancerDataElement	_IRI
bmir-radx:nih_race_5	rdfs:subClassOf	bmir-radx:nih_race_value	_IRI
bmir-radx:nih_vape_freq_98	rdfs:subClassOf	bmir-radx:nih_vape_freq_value	_IRI
obo:MONDO_0019019	rdfs:subClassOf	obo:MONDO_0005516	_IRI
obo:MONDO_0019019	rdfs:subClassOf	obo:MONDO_0003847	_IRI
obo:MONDO_0021681	rdfs:subClassOf	obo:MONDO_0005550	_IRI
obo:MONDO_0021681	rdfs:subClassOf	obo:MONDO_0005039	_IRI
bmir-radx:nih_vape_freq_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
obo:GO_0051704	rdfs:subClassOf	obo:GO_0008150	_IRI
<http://purl.org/blah#InflamatoryDiseaseDataElement>	rdfs:subClassOf	bmir-radx:Disease_Data_Element	_IRI
bmir-radx:nih_abdom_pain_97	rdfs:subClassOf	bmir-radx:nih_abdom_pain_value	_IRI
bmir-radx:nih_substance_use_99	rdfs:subClassOf	bmir-radx:nih_substance_use_value	_IRI
bmir-radx:nih_height	rdfs:subClassOf	bmir-radx:DataElement	_IRI
bmir-radx:nih_substance_use_0	rdfs:subClassOf	bmir-radx:nih_substance_use_value	_IRI
bmir-radx:nih_osteoporosis	rdfs:subClassOf	bmir-radx:Disease_Data_Element	_IRI
obo:MONDO_0005148	rdfs:subClassOf	obo:MONDO_0005015	_IRI
obo:MONDO_0005137	rdfs:subClassOf	obo:MONDO_0700096	_IRI
bmir-radx:nih_height_category_2	rdfs:subClassOf	bmir-radx:nih_height_category_value	_IRI
evs:C17005	rdfs:subClassOf	evs:C43359	_IRI
bmir-radx:nih_alcohol_yrs	rdfs:subClassOf	bmir-radx:PersonalBehaviorDataElement	_IRI
obo:MONDO_0005324	rdfs:subClassOf	obo:MONDO_0011786	_IRI
bmir-radx:nih_vaping_yn_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_record_id	rdfs:subClassOf	bmir-radx:DataElement	_IRI
obo:MONDO_0003014	rdfs:subClassOf	obo:MONDO_0020579	_IRI
obo:MONDO_0003014	rdfs:subClassOf	obo:MONDO_0002232	_IRI
obo:SYMP_0000828	rdfs:subClassOf	obo:SYMP_0019163	_IRI
bmir-radx:nih_vape_freq_1	rdfs:subClassOf	bmir-radx:nih_vape_freq_value	_IRI
obo:SYMP_0000817	rdfs:subClassOf	obo:SYMP_0000482	_IRI
obo:MONDO_0002254	rdfs:subClassOf	obo:MONDO_0700096	_IRI
bmir-radx:nih_depression	rdfs:subClassOf	bmir-radx:MentalHealthDataElement	_IRI
evs:C16564	rdfs:subClassOf	evs:C161324	_IRI
evs:C18742	rdfs:subClassOf	evs:C18020	_IRI
obo:MONDO_0002232	rdfs:subClassOf	obo:MONDO_0004867	_IRI
obo:MONDO_0002232	rdfs:subClassOf	obo:MONDO_0002436	_IRI
bmir-radx:nih_vaping_yn_97	rdfs:subClassOf	bmir-radx:nih_vaping_yn_value	_IRI
bmir-radx:nih_rls_99	rdfs:subClassOf	bmir-radx:nih_rls_value	_IRI
bmir-radx:nih_hypertension	rdfs:subClassOf	bmir-radx:CardioVascularDisorderDataElement	_IRI
bmir-radx:nih_immuno_compromised_solid_organ_98	rdfs:subClassOf	bmir-radx:nih_immuno_compromised_solid_organ_value	_IRI
bmir-radx:nih_cardiovascular_disease_98	rdfs:subClassOf	bmir-radx:nih_cardiovascular_disease_value	_IRI
obo:MONDO_0002562	rdfs:subClassOf	obo:MONDO_0021147	_IRI
obo:MONDO_0002562	rdfs:subClassOf	obo:MONDO_0005559	_IRI
bmir-radx:nih_immunodeficiency_98	rdfs:subClassOf	bmir-radx:nih_immunodeficiency_value	_IRI
bmir-radx:nih_height_category_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_abdom_pain_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
evs:C27993	rdfs:subClassOf	evs:C41009	_IRI
bmir-radx:nih_health_status_2	rdfs:subClassOf	bmir-radx:nih_health_status_value	_IRI
evs:C16960	rdfs:subClassOf	evs:C199001	_IRI
bmir-radx:nih_vaping_yn_0	rdfs:subClassOf	bmir-radx:nih_vaping_yn_value	_IRI
evs:C199001	rdfs:subClassOf	evs:C25190	_IRI
evs:C691	rdfs:subClassOf	evs:C73579	_IRI
evs:C691	rdfs:subClassOf	evs:C221	_IRI
bmir-radx:nih_race_4	rdfs:subClassOf	bmir-radx:nih_race_value	_IRI
bmir-radx:nih_ms	rdfs:subClassOf	bmir-radx:Disease_Data_Element	_IRI
bmir-radx:nih_conjunctivitis_1	rdfs:subClassOf	bmir-radx:nih_conjunctivitis_value	_IRI
bmir-radx:nih_pcos_99	rdfs:subClassOf	bmir-radx:nih_pcos_value	_IRI
bmir-radx:nih_alcohol_yn	rdfs:subClassOf	bmir-radx:PersonalBehaviorDataElement	_IRI
bmir-radx:nih_copd_plus_99	rdfs:subClassOf	bmir-radx:nih_copd_plus_value	_IRI
bmir-radx:nih_substance_use_98	rdfs:subClassOf	bmir-radx:nih_substance_use_value	_IRI
obo:MONDO_0005147	rdfs:subClassOf	obo:MONDO_0005015	_IRI
obo:MONDO_0005147	rdfs:subClassOf	obo:MONDO_0000588	_IRI
obo:MONDO_0005147	rdfs:subClassOf	obo:MONDO_0000569	_IRI
obo:MONDO_0005015	rdfs:subClassOf	obo:MONDO_0002908	_IRI
obo:MONDO_0005015	rdfs:subClassOf	obo:MONDO_0001933	_IRI
bmir-radx:nih_height_category_1	rdfs:subClassOf	bmir-radx:nih_height_category_value	_IRI
bmir-radx:nih_abdom_pain_1	rdfs:subClassOf	bmir-radx:nih_abdom_pain_value	_IRI
obo:MONDO_0019755	rdfs:subClassOf	obo:MONDO_0021147	_IRI
bmir-radx:nih_deaf	rdfs:subClassOf	bmir-radx:SymptomDataElement	_IRI
bmir-radx:nih_cig_smoke_freq	rdfs:subClassOf	bmir-radx:DataElement	_IRI
bmir-radx:nih_conjunctivitis_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
obo:MONDO_0005554	rdfs:subClassOf	obo:MONDO_0003900	_IRI
bmir-radx:nih_education	rdfs:subClassOf	bmir-radx:DataElement	_IRI
bmir-radx:nih_vape_freq_0	rdfs:subClassOf	bmir-radx:nih_vape_freq_value	_IRI
obo:MONDO_0005301	rdfs:subClassOf	obo:MONDO_0006704	_IRI
obo:MONDO_0005301	rdfs:subClassOf	obo:MONDO_0005560	_IRI
obo:MONDO_0005301	rdfs:subClassOf	obo:MONDO_0002562	_IRI
obo:MONDO_0005301	rdfs:subClassOf	obo:MONDO_0000568	_IRI
bmir-radx:EducationLevelDataElement	rdfs:subClassOf	bmir-radx:DataElementSection	_IRI
bmir-radx:nih_rls_98	rdfs:subClassOf	bmir-radx:nih_rls_value	_IRI
bmir-radx:nih_tobacco_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
obo:MONDO_0004992	rdfs:subClassOf	obo:MONDO_0005070	_IRI
bmir-radx:nih_other_symp_99	rdfs:subClassOf	bmir-radx:nih_other_symp_value	_IRI
obo:MONDO_0004981	rdfs:subClassOf	obo:MONDO_0007263	_IRI
bmir-radx:nih_immuno_compromised_solid_organ_97	rdfs:subClassOf	bmir-radx:nih_immuno_compromised_solid_organ_value	_IRI
bmir-radx:nih_cardiovascular_disease_97	rdfs:subClassOf	bmir-radx:nih_cardiovascular_disease_value	_IRI
evs:C26683	rdfs:subClassOf	evs:C36292	_IRI
bmir-radx:nih_immunodeficiency_97	rdfs:subClassOf	bmir-radx:nih_immunodeficiency_value	_IRI
bmir-radx:nih_fatigue	rdfs:subClassOf	bmir-radx:SymptomDataElement	_IRI
bmir-radx:nih_stroke_99	rdfs:subClassOf	bmir-radx:nih_stroke_value	_IRI
bmir-radx:nih_ibs_99	rdfs:subClassOf	bmir-radx:nih_ibs_value	_IRI
bmir-radx:nih_health_status_1	rdfs:subClassOf	bmir-radx:nih_health_status_value	_IRI
bmir-radx:nih_diff_breath_99	rdfs:subClassOf	bmir-radx:nih_diff_breath_value	_IRI
obo:HP_0031704	rdfs:subClassOf	obo:HP_0000598	_IRI
evs:C35461	rdfs:subClassOf	evs:C3367	_IRI
evs:C176021	rdfs:subClassOf	evs:C91102	_IRI
evs:C120482	rdfs:subClassOf	evs:C128795	_IRI
evs:C165593	rdfs:subClassOf	evs:C35461	_IRI
evs:C2991	rdfs:subClassOf	evs:C7057	_IRI
bmir-radx:nih_race_3	rdfs:subClassOf	bmir-radx:nih_race_value	_IRI
bmir-radx:nih_serious_mental_illness	rdfs:subClassOf	bmir-radx:MentalHealthDataElement	_IRI
bmir-radx:nih_conjunctivitis_0	rdfs:subClassOf	bmir-radx:nih_conjunctivitis_value	_IRI
bmir-radx:nih_hiv_1	rdfs:subClassOf	bmir-radx:nih_hiv_value	_IRI
bmir-radx:nih_blind_1	rdfs:subClassOf	bmir-radx:nih_blind_value	_IRI
bmir-radx:nih_insurance_99	rdfs:subClassOf	bmir-radx:nih_insurance_value	_IRI
evs:C77140	rdfs:subClassOf	evs:C3367	_IRI
bmir-radx:nih_health_status_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
evs:C18059	rdfs:subClassOf	evs:C19683	_IRI
bmir-radx:nih_pcos_98	rdfs:subClassOf	bmir-radx:nih_pcos_value	_IRI
bmir-radx:nih_chronic_lung_disease_99	rdfs:subClassOf	bmir-radx:nih_chronic_lung_disease_value	_IRI
bmir-radx:nih_t1d	rdfs:subClassOf	bmir-radx:DiabetesDataElement	_IRI
bmir-radx:nih_sickle_cell_disease	rdfs:subClassOf	bmir-radx:Disease_Data_Element	_IRI
bmir-radx:nih_autoimm_99	rdfs:subClassOf	bmir-radx:nih_autoimm_value	_IRI
evs:C9305	rdfs:subClassOf	evs:C7062	_IRI
obo:SYMP_0000309	rdfs:subClassOf	obo:SYMP_0000244	_IRI
bmir-radx:nih_copd_plus_98	rdfs:subClassOf	bmir-radx:nih_copd_plus_value	_IRI
bmir-radx:nih_iv_drug_use_99	rdfs:subClassOf	bmir-radx:nih_iv_drug_use_value	_IRI
bmir-radx:nih_substance_use_97	rdfs:subClassOf	bmir-radx:nih_substance_use_value	_IRI
obo:MONDO_0005267	rdfs:subClassOf	obo:MONDO_0004995	_IRI
bmir-radx:nih_blind_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_abdom_pain_0	rdfs:subClassOf	bmir-radx:nih_abdom_pain_value	_IRI
bmir-radx:nih_tobacco_1	rdfs:subClassOf	bmir-radx:nih_tobacco_value	_IRI
bmir-radx:nih_hiv_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_af	rdfs:subClassOf	bmir-radx:CardioVascularDisorderDataElement	_IRI
obo:PATO_0000119	rdfs:subClassOf	obo:PATO_0001708	_IRI
obo:MONDO_0004596	rdfs:subClassOf	obo:MONDO_0005009	_IRI
obo:NCIT_C19332	rdfs:subClassOf	sio:SIO_000614	_IRI
obo:MONDO_0005300	rdfs:subClassOf	obo:MONDO_0005240	_IRI
obo:MONDO_0002022	rdfs:subClassOf	obo:MONDO_0700096	_IRI
bmir-radx:IdentityDataElement	rdfs:subClassOf	bmir-radx:DataElementSection	_IRI
bmir-radx:nih_rls_97	rdfs:subClassOf	bmir-radx:nih_rls_value	_IRI
obo:MONDO_0001493	rdfs:subClassOf	obo:MONDO_0004596	_IRI
evs:C27551	rdfs:subClassOf	evs:C2991	_IRI
bmir-radx:nih_other_symp_98	rdfs:subClassOf	bmir-radx:nih_other_symp_value	_IRI
obo:MONDO_0021084	rdfs:subClassOf	obo:MONDO_0024458	_IRI
obo:MONDO_0021084	rdfs:subClassOf	obo:MONDO_0024417	_IRI
bmir-radx:nih_stroke_98	rdfs:subClassOf	bmir-radx:nih_stroke_value	_IRI
bmir-radx:nih_ibs_98	rdfs:subClassOf	bmir-radx:nih_ibs_value	_IRI
bmir-radx:nih_health_status_0	rdfs:subClassOf	bmir-radx:nih_health_status_value	_IRI
bmir-radx:nih_skin_rash	rdfs:subClassOf	bmir-radx:SymptomDataElement	_IRI
bmir-radx:nih_diff_breath_98	rdfs:subClassOf	bmir-radx:nih_diff_breath_value	_IRI
evs:C120481	rdfs:subClassOf	evs:C171257	_IRI
evs:C78272	rdfs:subClassOf	evs:C1909	_IRI
evs:C20181	rdfs:subClassOf	bmir-radx:OtherThing	_IRI
bmir-radx:nih_race_2	rdfs:subClassOf	bmir-radx:nih_race_value	_IRI
bmir-radx:nih_chronic_kidney_disease_1	rdfs:subClassOf	bmir-radx:nih_chronic_kidney_disease_value	_IRI
bmir-radx:nih_hiv_0	rdfs:subClassOf	bmir-radx:nih_hiv_value	_IRI
bmir-radx:nih_renal	rdfs:subClassOf	bmir-radx:Disease_Data_Element	_IRI
bmir-radx:nih_wheezing_99	rdfs:subClassOf	bmir-radx:nih_wheezing_value	_IRI
bmir-radx:nih_blind_0	rdfs:subClassOf	bmir-radx:nih_blind_value	_IRI
bmir-radx:nih_insurance_98	rdfs:subClassOf	bmir-radx:nih_insurance_value	_IRI
evs:C53291	rdfs:subClassOf	evs:C17708	_IRI
obo:MONDO_0005068	rdfs:subClassOf	obo:MONDO_0024643	_IRI
bmir-radx:nih_pcos_97	rdfs:subClassOf	bmir-radx:nih_pcos_value	_IRI
obo:MONDO_0006025	rdfs:subClassOf	obo:MONDO_0000429	_IRI
bmir-radx:nih_chronic_lung_disease_98	rdfs:subClassOf	bmir-radx:nih_chronic_lung_disease_value	_IRI
obo:MONDO_0005299	rdfs:subClassOf	obo:MONDO_0011057	_IRI
obo:MONDO_0005299	rdfs:subClassOf	obo:MONDO_0005053	_IRI
bmir-radx:nih_chronic_kidney_disease_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
obo:MONDO_0017146	rdfs:subClassOf	obo:MONDO_0019050	_IRI
obo:MONDO_0017146	rdfs:subClassOf	obo:MONDO_0002280	_IRI
obo:MONDO_0005046	rdfs:subClassOf	obo:MONDO_0700096	_IRI
bmir-radx:nih_autoimm_98	rdfs:subClassOf	bmir-radx:nih_autoimm_value	_IRI
bmir-radx:nih_errand_1	rdfs:subClassOf	bmir-radx:nih_errand_value	_IRI
bmir-radx:nih_copd_plus_97	rdfs:subClassOf	bmir-radx:nih_copd_plus_value	_IRI
bmir-radx:nih_iv_drug_use_98	rdfs:subClassOf	bmir-radx:nih_iv_drug_use_value	_IRI
obo:MONDO_0005277	rdfs:subClassOf	obo:MONDO_0043218	_IRI
obo:MONDO_0005277	rdfs:subClassOf	obo:MONDO_0017181	_IRI
obo:MONDO_0005277	rdfs:subClassOf	obo:MONDO_0005560	_IRI
obo:MONDO_0004298	rdfs:subClassOf	obo:MONDO_0004335	_IRI
obo:SYMP_0000528	rdfs:subClassOf	obo:SYMP_0000462	_IRI
obo:MONDO_0005497	rdfs:subClassOf	obo:MONDO_0021147	_IRI
obo:MONDO_0005497	rdfs:subClassOf	obo:MONDO_0005381	_IRI
bmir-radx:nih_nausea_vomiting_diarrhea_1	rdfs:subClassOf	bmir-radx:nih_nausea_vomiting_diarrhea_value	_IRI
obo:MONDO_0005002	rdfs:subClassOf	obo:MONDO_0002567	_IRI
obo:MONDO_0005002	rdfs:subClassOf	obo:MONDO_0002267	_IRI
bmir-radx:nih_no_chronic_condition	rdfs:subClassOf	bmir-radx:DataElement	_IRI
bmir-radx:nih_tobacco_0	rdfs:subClassOf	bmir-radx:nih_tobacco_value	_IRI
evs:C19796	rdfs:subClassOf	evs:C19332	_IRI
bmir-radx:nih_errand_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
obo:MONDO_0005574	rdfs:subClassOf	obo:MONDO_0005559	_IRI
bmir-radx:nih_confusion	rdfs:subClassOf	bmir-radx:SymptomDataElement	_IRI
obo:MONDO_0015221	rdfs:subClassOf	obo:MONDO_0020023	_IRI
obo:MONDO_0005420	rdfs:subClassOf	obo:MONDO_0003240	_IRI
bmir-radx:nih_sex	rdfs:subClassOf	bmir-radx:DataElement	_IRI
evs:C117720	rdfs:subClassOf	evs:C36284	_IRI
bmir-radx:nih_nausea_vomiting_diarrhea_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
obo:MONDO_0002494	rdfs:subClassOf	obo:MONDO_0002025	_IRI
obo:MONDO_0021094	rdfs:subClassOf	obo:MONDO_0005046	_IRI
obo:MONDO_0021094	rdfs:subClassOf	obo:MONDO_0003847	_IRI
bmir-radx:nih_sleep_apnea_1	rdfs:subClassOf	bmir-radx:nih_sleep_apnea_value	_IRI
obo:MONDO_0700003	rdfs:subClassOf	obo:MONDO_0700096	_IRI
bmir-radx:nih_other_symp_97	rdfs:subClassOf	bmir-radx:nih_other_symp_value	_IRI
bmir-radx:nih_sleep_apnea_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_stroke_97	rdfs:subClassOf	bmir-radx:nih_stroke_value	_IRI
bmir-radx:nih_ibs_97	rdfs:subClassOf	bmir-radx:nih_ibs_value	_IRI
bmir-radx:nih_balance_99	rdfs:subClassOf	bmir-radx:nih_balance_value	_IRI
bmir-radx:nih_diff_breath_97	rdfs:subClassOf	bmir-radx:nih_diff_breath_value	_IRI
evs:C199141	rdfs:subClassOf	evs:C17005	_IRI
evs:C121690	rdfs:subClassOf	evs:C173458	_IRI
obo:MONDO_0007179	rdfs:subClassOf	obo:MONDO_0005046	_IRI
bmir-radx:RespiratorySymptomDataElement	rdfs:subClassOf	bmir-radx:SymptomDataElement	_IRI
bmir-radx:nih_race_1	rdfs:subClassOf	bmir-radx:nih_race_value	_IRI
bmir-radx:nih_chronic_kidney_disease_0	rdfs:subClassOf	bmir-radx:nih_chronic_kidney_disease_value	_IRI
bmir-radx:nih_insomnia_99	rdfs:subClassOf	bmir-radx:nih_insomnia_value	_IRI
bmir-radx:nih_wheezing_98	rdfs:subClassOf	bmir-radx:nih_wheezing_value	_IRI
bmir-radx:nih_race_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_insurance_97	rdfs:subClassOf	bmir-radx:nih_insurance_value	_IRI
evs:C173060	rdfs:subClassOf	evs:C91102	_IRI
bmir-radx:nih_diabetes	rdfs:subClassOf	bmir-radx:DiabetesDataElement	_IRI
bmir-radx:nih_chronic_lung_disease_97	rdfs:subClassOf	bmir-radx:nih_chronic_lung_disease_value	_IRI
bmir-radx:nih_blue_lips	rdfs:subClassOf	bmir-radx:SymptomDataElement	_IRI
obo:MONDO_0005298	rdfs:subClassOf	obo:MONDO_0800064	_IRI
obo:MONDO_0005298	rdfs:subClassOf	obo:MONDO_0000837	_IRI
obo:SYMP_0000318	rdfs:subClassOf	obo:SYMP_0020045	_IRI
bmir-radx:nih_autoimm_97	rdfs:subClassOf	bmir-radx:nih_autoimm_value	_IRI
bmir-radx:nih_errand_0	rdfs:subClassOf	bmir-radx:nih_errand_value	_IRI
bmir-radx:nih_iv_drug_use_97	rdfs:subClassOf	bmir-radx:nih_iv_drug_use_value	_IRI
obo:MONDO_0005265	rdfs:subClassOf	obo:MONDO_0005046	_IRI
obo:MONDO_0005265	rdfs:subClassOf	obo:MONDO_0005020	_IRI
obo:MONDO_0005265	rdfs:subClassOf	obo:MONDO_0003847	_IRI
bmir-radx:nih_neuro_shakes_1	rdfs:subClassOf	bmir-radx:nih_neuro_shakes_value	_IRI
bmir-radx:nih_nausea_vomiting_diarrhea_0	rdfs:subClassOf	bmir-radx:nih_nausea_vomiting_diarrhea_value	_IRI
bmir-radx:nih_lupus	rdfs:subClassOf	bmir-radx:Disease_Data_Element	_IRI
bmir-radx:nih_cf	rdfs:subClassOf	bmir-radx:Disease_Data_Element	_IRI
obo:SYMP_0000505	rdfs:subClassOf	obo:SYMP_0000099	_IRI
bmir-radx:nih_neuro_shakes_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
obo:SYMP_0000626	rdfs:subClassOf	bmir-radx:OtherThing	_IRI
obo:PATO_0000117	rdfs:subClassOf	obo:PATO_0000051	_IRI
obo:SYMP_0000604	rdfs:subClassOf	obo:SYMP_0000587	_IRI
bmir-radx:nih_weight_category	rdfs:subClassOf	bmir-radx:DataElement	_IRI
evs:C18772	rdfs:subClassOf	evs:C54625	_IRI
bmir-radx:nih_asthma_99	rdfs:subClassOf	bmir-radx:nih_asthma_value	_IRI
evs:C36284	rdfs:subClassOf	evs:C36278	_IRI
evs:C179143	rdfs:subClassOf	evs:C19332	_IRI
obo:MONDO_0000270	rdfs:subClassOf	obo:MONDO_0005087	_IRI
bmir-radx:nih_gerd_1	rdfs:subClassOf	bmir-radx:nih_gerd_value	_IRI
obo:MONDO_0023370	rdfs:subClassOf	obo:MONDO_0045024	_IRI
obo:GO_0044703	rdfs:subClassOf	obo:GO_0051704	_IRI
obo:GO_0044703	rdfs:subClassOf	obo:GO_0022414	_IRI
bmir-radx:nih_chronic_lung_99	rdfs:subClassOf	bmir-radx:nih_chronic_lung_value	_IRI
bmir-radx:nih_numb_extremities_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_balance_98	rdfs:subClassOf	bmir-radx:nih_balance_value	_IRI
bmir-radx:nih_red_eyes_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_numb_extremities_1	rdfs:subClassOf	bmir-radx:nih_numb_extremities_value	_IRI
